Customer_ID;Date_purchase;m
381;15/08/2014;285
381;02/09/2014;258
381;12/09/2014;299
382;23/09/2014;156
382;18/07/2014;65
382;08/08/2014;107
382;09/09/2014;34
382;03/07/2014;65
382;15/09/2014;131
382;18/07/2014;189
382;11/09/2014;147
382;08/07/2014;98
382;11/08/2014;156
382;06/08/2014;33
382;17/08/2014;107
382;06/10/2014;189
383;19/08/2014;188
383;02/09/2014;296
383;21/09/2014;35
383;19/09/2014;229
383;26/09/2014;201
383;17/07/2014;67
383;16/09/2014;134
383;05/08/2014;376
383;27/07/2014;255
383;30/09/2014;188
384;20/12/2014;682
384;25/08/2014;420
384;24/07/2014;420
384;04/12/2014;315
384;27/08/2014;472
384;22/07/2014;393
384;03/11/2014;210
384;22/12/2014;367
385;31/08/2014;270
385;05/09/2014;580
385;13/08/2014;116
385;06/08/2014;851
385;09/09/2014;851
385;23/07/2014;619
385;14/09/2014;116
385;24/08/2014;813
385;10/09/2014;425
385;04/07/2014;464
385;14/09/2014;928
386;03/07/2014;171
386;15/07/2014;29
386;05/09/2014;115
388;17/07/2014;237
388;06/08/2014;126
388;24/07/2014;204
388;02/09/2014;173
388;22/11/2014;220
389;17/09/2014;280
389;14/07/2014;105
389;18/10/2014;262
389;02/08/2014;175
389;29/08/2014;29
389;14/10/2014;525
389;17/09/2014;367
389;29/07/2014;87
389;10/11/2014;367
389;19/10/2014;297
389;29/07/2014;157
389;14/11/2014;52
390;08/09/2014;42
390;12/09/2014;310
390;03/09/2014;490
390;24/07/2014;114
390;07/08/2014;180
390;28/08/2014;114
390;13/08/2014;114
390;20/07/2014;343
390;01/08/2014;409
390;13/09/2014;81
391;25/10/2014;703
391;17/09/2014;985
391;25/09/2014;809
391;22/07/2014;845
391;21/09/2014;1020
391;14/10/2014;738
391;26/09/2014;809
391;28/10/2014;281
391;26/09/2014;985
391;14/12/2014;949
392;29/09/2014;52
392;11/08/2014;842
392;01/08/2014;368
392;21/08/2014;1265
392;27/08/2014;316
392;10/10/2014;842
394;01/08/2014;627
394;06/10/2014;199
394;08/01/2015;44
395;22/08/2014;254
395;31/08/2014;160
396;11/12/2014;238
396;23/09/2014;408
396;09/01/2015;51
396;19/09/2014;425
396;12/01/2015;204
397;15/10/2014;78
397;26/11/2014;196
397;07/11/2014;44
397;27/11/2014;98
397;26/11/2014;532
397;15/11/2014;118
397;30/10/2014;590
397;21/11/2014;138
397;14/12/2014;256
397;16/11/2014;571
397;22/10/2014;295
397;23/11/2014;275
397;27/12/2014;196
397;06/01/2015;59
398;11/08/2014;287
398;30/07/2014;306
398;10/07/2014;552
398;10/07/2014;388
398;10/08/2014;532
398;21/08/2014;81
399;02/09/2014;681
399;02/10/2014;120
399;28/09/2014;1041
399;01/08/2014;440
399;09/09/2014;40
399;01/09/2014;802
399;27/09/2014;1202
399;08/09/2014;761
399;29/10/2014;721
400;03/09/2014;374
401;15/12/2014;365
401;18/12/2014;527
401;23/12/2014;223
401;17/12/2014;121
401;15/12/2014;365
401;18/12/2014;263
401;21/12/2014;162
401;15/12/2014;304
401;19/12/2014;385
401;22/12/2014;81
401;21/12/2014;223
401;23/12/2014;203
401;15/12/2014;142
401;24/12/2014;507
402;08/12/2014;391
402;21/12/2014;407
402;12/01/2015;325
403;30/10/2014;742
403;17/11/2014;3711
403;24/11/2014;2968
404;19/08/2014;509
404;27/08/2014;663
404;03/09/2014;484
404;08/09/2014;585
404;22/08/2014;128
404;18/09/2014;458
404;22/08/2014;738
404;31/08/2014;688
404;12/09/2014;305
404;11/10/2014;738
404;26/09/2014;713
404;06/10/2014;101
404;09/10/2014;254
404;12/09/2014;738
404;22/08/2014;764
404;26/10/2014;688
405;09/07/2014;369
405;28/07/2014;739
405;01/10/2014;1007
405;16/09/2014;167
405;04/07/2014;471
405;25/12/2014;100
405;18/09/2014;671
405;28/10/2014;873
405;25/09/2014;839
405;03/12/2014;839
405;07/09/2014;503
405;28/12/2014;335
406;19/08/2014;988
406;12/07/2014;952
406;20/07/2014;585
406;14/08/2014;439
406;15/07/2014;732
406;20/07/2014;805
406;28/08/2014;549
407;13/07/2014;396
407;11/09/2014;330
407;10/08/2014;496
407;02/08/2014;594
407;11/09/2014;99
407;05/10/2014;627
407;15/07/2014;496
407;14/09/2014;231
407;23/07/2014;957
407;14/09/2014;627
407;13/08/2014;231
407;27/10/2014;396
408;03/10/2014;149
408;05/09/2014;130
408;19/09/2014;174
408;12/10/2014;43
408;15/09/2014;37
408;13/10/2014;130
408;24/09/2014;49
408;04/08/2014;130
408;08/08/2014;111
408;02/07/2014;105
408;14/10/2014;124
409;06/08/2014;179
409;05/08/2014;39
409;16/07/2014;79
409;23/08/2014;179
409;17/07/2014;35
409;14/10/2014;179
409;22/08/2014;93
409;14/10/2014;199
410;24/10/2014;3908
410;27/11/2014;1737
411;14/09/2014;892
411;14/12/2014;3571
412;22/08/2014;244
412;07/10/2014;244
412;20/10/2014;518
412;14/12/2014;763
412;22/08/2014;458
412;21/11/2014;610
412;17/11/2014;61
412;29/09/2014;488
412;13/10/2014;579
412;06/10/2014;183
412;10/12/2014;91
412;02/09/2014;793
412;29/10/2014;488
412;25/08/2014;579
412;29/08/2014;610
412;28/09/2014;610
412;26/11/2014;396
412;11/10/2014;579
412;16/12/2014;61
413;13/07/2014;41
413;16/07/2014;137
413;03/10/2014;260
413;01/09/2014;95
413;12/10/2014;370
414;17/11/2014;632
414;15/08/2014;742
414;19/09/2014;164
414;22/10/2014;384
414;31/10/2014;82
414;17/08/2014;797
414;02/08/2014;577
414;02/09/2014;549
414;01/10/2014;54
414;03/12/2014;439
414;29/07/2014;247
414;16/07/2014;412
414;19/10/2014;797
414;27/09/2014;412
414;05/12/2014;357
415;24/07/2014;182
415;18/09/2014;946
415;18/08/2014;72
415;11/09/2014;546
415;08/10/2014;400
415;23/07/2014;1056
415;13/10/2014;619
415;07/12/2014;473
415;24/09/2014;946
415;21/09/2014;983
415;24/09/2014;327
415;19/12/2014;546
416;19/09/2014;41
417;09/08/2014;3523
418;16/09/2014;159
418;14/07/2014;765
418;13/07/2014;510
418;11/07/2014;159
418;08/08/2014;829
418;26/09/2014;31
419;28/08/2014;98
419;08/07/2014;619
419;08/07/2014;587
419;25/07/2014;946
419;11/08/2014;32
419;19/08/2014;815
419;03/07/2014;228
419;10/07/2014;293
419;11/09/2014;522
420;03/10/2014;49
420;31/10/2014;447
420;07/10/2014;1143
420;09/10/2014;347
420;04/11/2014;1441
420;25/10/2014;49
420;25/10/2014;596
420;19/10/2014;894
420;19/10/2014;397
420;14/10/2014;198
420;17/10/2014;298
420;21/10/2014;49
420;04/11/2014;1093
420;08/10/2014;646
420;22/10/2014;149
420;03/10/2014;1043
420;06/10/2014;546
420;11/10/2014;1391
420;06/11/2014;745
421;12/12/2014;469
421;05/07/2014;224
421;03/11/2014;347
421;29/07/2014;347
421;02/01/2015;388
423;25/07/2014;30
423;06/08/2014;359
423;07/08/2014;419
423;29/07/2014;104
423;14/08/2014;314
423;08/08/2014;194
423;03/08/2014;179
423;17/08/2014;179
423;27/07/2014;149
423;13/08/2014;434
423;24/08/2014;164
423;02/08/2014;434
423;25/08/2014;434
423;05/08/2014;209
423;25/08/2014;239
424;26/07/2014;293
424;13/09/2014;403
424;24/08/2014;109
424;03/09/2014;531
424;23/12/2014;549
425;03/08/2014;375
425;12/09/2014;274
425;17/08/2014;38
425;11/10/2014;87
425;25/08/2014;45
425;16/08/2014;37
425;16/08/2014;175
425;24/09/2014;237
425;14/08/2014;362
425;13/09/2014;324
425;20/10/2014;262
426;02/10/2014;932
426;10/10/2014;160
426;03/11/2014;643
426;28/10/2014;900
426;10/10/2014;579
426;23/10/2014;257
426;09/10/2014;353
426;26/10/2014;385
426;04/10/2014;257
426;20/10/2014;900
426;25/10/2014;257
426;13/10/2014;675
426;20/10/2014;32
426;11/10/2014;321
426;27/10/2014;836
426;07/11/2014;579
427;18/07/2014;480
427;26/08/2014;758
427;30/07/2014;682
427;19/09/2014;379
427;05/07/2014;328
427;22/07/2014;227
427;12/11/2014;682
428;21/08/2014;473
428;30/07/2014;248
428;02/08/2014;473
428;24/07/2014;563
428;10/07/2014;563
428;13/09/2014;384
428;19/09/2014;384
429;07/07/2014;1856
430;04/09/2014;231
431;04/10/2014;793
431;22/09/2014;892
431;15/09/2014;660
431;31/07/2014;66
431;12/11/2014;561
431;11/07/2014;495
431;03/08/2014;66
431;10/10/2014;198
431;21/07/2014;33
431;25/07/2014;33
431;27/12/2014;99
432;31/08/2014;265
432;09/10/2014;507
432;12/10/2014;386
432;21/12/2014;314
432;18/11/2014;241
432;10/11/2014;700
432;08/12/2014;483
432;25/10/2014;265
432;12/11/2014;386
432;09/09/2014;265
432;29/09/2014;483
432;25/09/2014;241
432;30/09/2014;289
432;26/10/2014;676
432;24/10/2014;289
432;08/11/2014;338
432;05/11/2014;653
432;17/11/2014;120
432;26/12/2014;531
433;17/10/2014;1543
433;20/12/2014;2701
435;20/08/2014;684
435;23/11/2014;476
435;10/08/2014;536
435;26/08/2014;536
435;24/11/2014;297
436;07/08/2014;382
436;06/08/2014;222
436;27/10/2014;923
436;13/07/2014;318
436;20/07/2014;414
436;05/10/2014;541
436;18/07/2014;127
436;12/11/2014;796
437;12/09/2014;89
437;31/10/2014;39
437;24/08/2014;108
437;03/12/2014;83
438;17/07/2014;38
438;06/08/2014;221
438;10/08/2014;261
439;25/10/2014;1042
439;11/11/2014;1563
439;25/10/2014;2345
439;06/01/2015;2605
440;27/08/2014;2768
440;04/11/2014;2571
441;02/11/2014;528
441;08/11/2014;880
441;08/11/2014;352
441;19/11/2014;950
441;02/11/2014;704
441;18/11/2014;633
441;02/11/2014;739
441;12/11/2014;985
441;13/11/2014;563
441;17/11/2014;35
441;02/11/2014;985
441;08/11/2014;281
441;13/11/2014;845
441;06/11/2014;668
441;15/11/2014;1021
441;12/11/2014;880
441;19/11/2014;457
442;30/09/2014;418
442;30/09/2014;785
442;25/10/2014;287
442;14/10/2014;36
442;12/10/2014;523
442;02/10/2014;601
442;01/10/2014;732
442;15/10/2014;732
442;19/10/2014;523
442;08/10/2014;209
442;05/10/2014;366
442;02/10/2014;444
442;03/10/2014;52
442;19/10/2014;78
442;16/10/2014;52
442;23/10/2014;183
442;17/10/2014;785
442;27/10/2014;366
443;20/08/2014;627
443;19/11/2014;456
443;21/08/2014;399
443;16/10/2014;627
443;04/11/2014;57
443;18/11/2014;228
443;19/10/2014;684
443;23/08/2014;285
443;23/10/2014;285
443;07/09/2014;370
443;13/11/2014;855
443;18/11/2014;798
443;29/10/2014;57
443;13/09/2014;598
443;16/09/2014;57
443;23/10/2014;199
443;24/09/2014;456
443;23/11/2014;45
444;03/10/2014;1072
444;21/10/2014;429
444;07/10/2014;107
444;25/08/2014;1072
444;26/08/2014;429
444;18/08/2014;357
444;04/10/2014;321
444;08/10/2014;394
444;16/07/2014;286
444;10/09/2014;537
444;25/07/2014;643
444;25/10/2014;1001
445;28/08/2014;201
445;24/10/2014;873
445;31/08/2014;806
445;13/11/2014;167
446;29/08/2014;44
446;03/08/2014;44
446;22/08/2014;580
446;18/07/2014;179
446;20/08/2014;312
446;28/07/2014;379
446;04/09/2014;268
446;13/09/2014;603
447;18/07/2014;39
447;16/07/2014;175
447;28/09/2014;585
447;14/07/2014;136
447;04/09/2014;487
447;19/08/2014;565
447;29/09/2014;448
448;30/07/2014;222
448;17/08/2014;518
448;07/08/2014;259
448;24/08/2014;222
448;25/08/2014;1000
448;17/10/2014;889
449;01/08/2014;796
449;05/09/2014;329
449;02/08/2014;824
449;06/12/2014;412
449;02/12/2014;439
449;26/09/2014;522
449;29/10/2014;741
449;14/12/2014;247
449;28/11/2014;384
449;16/12/2014;82
449;16/08/2014;54
449;26/10/2014;274
449;25/08/2014;41
449;05/09/2014;247
449;28/08/2014;549
449;20/12/2014;741
450;03/10/2014;204
450;20/08/2014;369
450;26/12/2014;286
451;15/10/2014;208
451;01/11/2014;139
451;23/09/2014;417
451;20/11/2014;250
452;16/07/2014;221
452;01/07/2014;243
452;09/07/2014;221
452;05/07/2014;288
452;15/07/2014;465
452;08/07/2014;288
452;20/07/2014;620
453;29/09/2014;1057
453;05/10/2014;731
453;05/11/2014;935
453;04/11/2014;162
453;29/09/2014;1220
453;04/10/2014;243
453;20/10/2014;162
453;18/10/2014;976
453;01/10/2014;40
453;04/10/2014;1057
453;30/09/2014;894
453;01/10/2014;325
453;18/10/2014;1179
453;26/10/2014;121
453;25/10/2014;243
453;09/10/2014;935
453;07/11/2014;1138
454;05/10/2014;248
454;16/10/2014;393
454;07/11/2014;145
454;01/11/2014;455
454;19/08/2014;621
454;23/08/2014;600
454;02/12/2014;580
455;03/07/2014;389
455;03/07/2014;430
455;23/07/2014;225
456;25/07/2014;838
456;22/08/2014;786
456;08/07/2014;1100
456;11/09/2014;838
456;01/07/2014;1152
456;11/07/2014;419
456;15/09/2014;1467
457;22/08/2014;174
457;02/10/2014;520
458;09/07/2014;38
458;18/07/2014;386
458;29/07/2014;42
458;16/08/2014;154
458;10/07/2014;135
458;23/08/2014;154
458;16/08/2014;47
458;05/09/2014;96
458;14/09/2014;116
458;05/10/2014;328
458;24/07/2014;483
458;09/09/2014;483
458;30/09/2014;541
458;16/07/2014;58
458;30/08/2014;116
458;01/09/2014;251
458;24/10/2014;58
459;18/08/2014;394
459;25/09/2014;733
459;15/09/2014;761
459;30/07/2014;733
459;07/07/2014;225
459;19/10/2014;84
459;20/09/2014;846
459;17/08/2014;423
459;30/09/2014;112
459;28/10/2014;593
461;22/09/2014;195
461;16/11/2014;650
462;21/09/2014;350
462;20/09/2014;269
462;15/09/2014;161
462;01/10/2014;215
463;22/07/2014;321
463;14/08/2014;367
463;02/09/2014;620
463;01/09/2014;68
463;06/08/2014;183
463;14/09/2014;620
464;27/08/2014;326
464;18/08/2014;60
464;09/07/2014;45
464;23/10/2014;229
464;07/08/2014;35
464;02/11/2014;133
465;14/10/2014;3493
465;11/11/2014;1075
465;16/11/2014;3225
465;06/11/2014;1746
465;17/11/2014;3493
466;30/07/2014;225
466;10/10/2014;325
466;25/09/2014;39
466;14/07/2014;375
466;04/10/2014;50
466;14/08/2014;676
466;01/10/2014;33
466;18/09/2014;300
466;20/10/2014;175
467;10/08/2014;576
467;29/09/2014;576
467;13/08/2014;199
467;06/10/2014;310
467;07/10/2014;377
467;26/09/2014;466
467;29/09/2014;510
467;16/10/2014;466
467;14/09/2014;110
467;26/08/2014;621
467;21/08/2014;288
467;10/10/2014;244
467;19/09/2014;266
467;14/08/2014;377
467;07/09/2014;466
467;15/08/2014;110
467;07/10/2014;155
467;02/09/2014;288
467;16/10/2014;66
468;23/11/2014;575
468;25/11/2014;506
468;30/11/2014;668
468;24/11/2014;207
468;10/12/2014;598
468;09/12/2014;322
468;03/12/2014;46
468;28/11/2014;668
468;26/11/2014;483
468;28/11/2014;46
468;04/12/2014;483
468;08/12/2014;530
468;01/12/2014;437
468;29/11/2014;645
468;10/12/2014;691
468;30/11/2014;506
468;10/12/2014;483
469;19/07/2014;91
469;24/07/2014;116
469;10/09/2014;159
469;03/11/2014;31
469;12/07/2014;122
469;04/11/2014;47
470;30/07/2014;442
470;20/07/2014;160
470;15/09/2014;53
470;18/08/2014;35
470;10/08/2014;53
470;12/07/2014;194
470;07/07/2014;212
470;22/10/2014;35
471;18/10/2014;3110
471;28/07/2014;1674
471;30/08/2014;1555
471;05/11/2014;1076
472;24/08/2014;294
472;17/11/2014;126
472;23/09/2014;590
472;08/12/2014;610
472;27/10/2014;463
472;28/12/2014;252
472;28/09/2014;421
472;26/10/2014;442
472;18/11/2014;484
472;29/09/2014;105
472;08/09/2014;147
472;07/09/2014;400
472;23/11/2014;337
472;05/09/2014;294
472;16/10/2014;547
472;22/11/2014;421
472;31/12/2014;590
473;12/09/2014;120
473;22/10/2014;362
473;08/10/2014;722
473;12/10/2014;49
473;20/09/2014;337
473;27/09/2014;144
473;27/09/2014;313
473;01/10/2014;698
473;25/09/2014;602
473;13/10/2014;385
473;16/10/2014;722
473;02/10/2014;97
473;07/10/2014;289
473;09/10/2014;674
473;18/10/2014;650
473;26/10/2014;216
474;25/07/2014;42
474;08/08/2014;99
474;10/08/2014;322
474;17/07/2014;235
474;14/07/2014;37
474;01/07/2014;136
474;29/07/2014;186
474;21/07/2014;322
474;16/08/2014;273
474;12/07/2014;148
474;27/08/2014;285
475;11/08/2014;802
475;20/08/2014;1032
475;15/08/2014;402
475;15/08/2014;57
475;27/08/2014;917
475;24/08/2014;286
475;24/08/2014;1662
475;11/08/2014;458
475;01/09/2014;746
475;14/08/2014;344
475;29/08/2014;746
475;15/08/2014;172
475;18/08/2014;286
475;27/08/2014;1261
475;31/08/2014;974
475;03/09/2014;1204
476;23/08/2014;954
476;26/11/2014;530
476;27/12/2014;954
476;28/08/2014;212
476;30/12/2014;954
476;29/12/2014;106
476;07/11/2014;459
476;22/09/2014;989
476;28/10/2014;1060
476;06/01/2015;813
477;15/09/2014;4411
477;07/11/2014;3088
478;11/11/2014;792
478;06/08/2014;2376
478;22/11/2014;2288
480;10/07/2014;1852
480;02/07/2014;1533
480;05/08/2014;1533
480;28/09/2014;383
481;17/07/2014;486
481;31/07/2014;275
481;05/08/2014;98
481;28/08/2014;470
481;10/11/2014;470
482;16/08/2014;795
483;02/07/2014;168
483;05/07/2014;201
483;10/07/2014;302
483;07/08/2014;190
483;19/08/2014;56
484;12/09/2014;196
484;09/07/2014;196
484;14/10/2014;786
484;29/07/2014;225
484;01/08/2014;814
484;05/07/2014;336
484;18/10/2014;814
485;16/10/2014;446
485;25/10/2014;812
485;02/11/2014;853
485;24/11/2014;243
485;24/11/2014;975
485;28/10/2014;325
485;23/11/2014;650
485;29/11/2014;893
485;16/10/2014;203
485;01/11/2014;1015
485;26/10/2014;203
485;06/11/2014;771
485;24/10/2014;285
485;19/10/2014;122
485;29/10/2014;771
485;28/10/2014;285
485;23/11/2014;812
485;05/11/2014;1178
485;02/12/2014;446
486;16/08/2014;795
487;11/12/2014;862
487;17/12/2014;2154
488;23/07/2014;322
488;03/10/2014;2256
489;28/08/2014;536
489;17/09/2014;343
489;28/10/2014;214
489;29/08/2014;64
489;10/11/2014;643
490;07/07/2014;854
490;03/07/2014;189
490;06/09/2014;569
490;17/09/2014;94
491;24/10/2014;41
491;16/11/2014;458
491;24/11/2014;208
491;02/11/2014;999
491;15/11/2014;874
491;12/12/2014;166
491;30/10/2014;1124
491;01/12/2014;1041
491;19/11/2014;666
491;24/11/2014;1124
491;02/12/2014;1208
491;15/12/2014;624
491;03/11/2014;333
491;14/11/2014;874
491;15/11/2014;874
491;17/12/2014;624
492;12/08/2014;221
492;11/12/2014;156
492;09/09/2014;208
492;21/12/2014;337
492;01/11/2014;246
492;16/10/2014;208
492;10/10/2014;376
492;31/12/2014;38
493;21/10/2014;447
493;21/10/2014;68
494;11/08/2014;241
494;08/07/2014;394
494;10/08/2014;328
494;09/08/2014;658
494;07/07/2014;198
494;05/08/2014;87
494;27/07/2014;438
494;18/08/2014;394
494;30/07/2014;351
494;01/07/2014;109
494;22/08/2014;592
494;14/07/2014;460
494;07/08/2014;109
494;26/08/2014;372
495;16/10/2014;261
495;27/11/2014;52
495;07/11/2014;261
495;15/11/2014;234
495;20/10/2014;313
495;02/11/2014;48
495;24/11/2014;783
495;19/11/2014;730
495;29/10/2014;783
495;06/11/2014;391
495;31/10/2014;182
495;02/12/2014;234
495;03/12/2014;78
495;02/11/2014;234
495;16/11/2014;52
495;14/11/2014;495
495;03/11/2014;365
495;19/11/2014;35
495;04/12/2014;678
496;04/07/2014;68
496;19/11/2014;343
498;27/10/2014;137
498;24/09/2014;357
498;15/11/2014;32
498;14/10/2014;522
498;20/11/2014;109
499;03/09/2014;240
499;25/07/2014;400
499;27/09/2014;800
500;22/09/2014;512
500;12/09/2014;698
500;28/07/2014;232
500;29/07/2014;395
500;02/10/2014;442
500;26/07/2014;186
500;03/10/2014;116
500;25/08/2014;628
500;19/12/2014;559
501;13/11/2014;371
501;14/10/2014;516
501;19/07/2014;144
501;18/08/2014;433
501;26/11/2014;578
501;28/12/2014;61
501;26/08/2014;165
501;13/11/2014;34
501;10/12/2014;433
501;19/11/2014;309
501;03/01/2015;516
501;05/09/2014;331
501;03/01/2015;433
502;11/12/2014;155
502;03/07/2014;542
502;07/10/2014;581
502;27/11/2014;407
502;08/08/2014;96
502;10/11/2014;407
502;23/12/2014;407
503;06/08/2014;166
503;14/11/2014;35
503;09/10/2014;55
503;04/09/2014;104
503;27/10/2014;117
503;03/09/2014;129
503;29/08/2014;135
503;05/10/2014;129
503;08/07/2014;34
503;15/11/2014;98
504;27/12/2014;666
504;30/08/2014;367
504;23/12/2014;460
504;20/09/2014;643
504;23/07/2014;597
504;18/07/2014;298
504;05/11/2014;344
504;21/12/2014;460
504;26/09/2014;275
504;06/01/2015;137
505;10/07/2014;94
505;05/10/2014;345
505;09/08/2014;503
505;28/09/2014;345
505;08/08/2014;345
505;13/07/2014;660
505;01/10/2014;408
505;04/08/2014;848
505;27/07/2014;503
505;19/11/2014;503
505;21/08/2014;471
505;01/10/2014;94
505;06/09/2014;785
505;07/08/2014;408
505;29/09/2014;817
505;30/11/2014;31
506;30/07/2014;29
506;31/12/2014;130
506;26/08/2014;199
506;09/10/2014;229
506;05/10/2014;259
506;04/01/2015;110
506;27/07/2014;269
506;18/10/2014;199
506;27/07/2014;249
506;09/01/2015;289
507;03/10/2014;549
507;01/12/2014;474
507;13/12/2014;349
507;19/12/2014;499
507;13/10/2014;749
507;15/12/2014;524
507;28/10/2014;349
507;06/10/2014;249
507;01/11/2014;324
507;30/11/2014;99
507;17/11/2014;299
507;23/11/2014;424
507;05/12/2014;749
507;14/11/2014;349
507;15/12/2014;224
507;21/12/2014;399
508;19/09/2014;438
508;19/09/2014;370
508;19/09/2014;236
508;19/09/2014;68
508;19/09/2014;286
508;19/09/2014;185
508;19/09/2014;404
508;19/09/2014;202
508;19/09/2014;387
508;19/09/2014;84
508;19/09/2014;46
508;19/09/2014;252
508;19/09/2014;168
509;14/08/2014;1289
509;29/10/2014;2110
509;13/01/2015;1641
510;11/07/2014;390
510;06/09/2014;575
510;11/08/2014;82
510;09/09/2014;472
510;30/09/2014;411
510;11/08/2014;328
510;06/08/2014;411
510;25/08/2014;164
510;11/07/2014;328
510;17/10/2014;369
510;10/09/2014;82
510;19/07/2014;513
510;16/10/2014;164
510;28/07/2014;184
510;22/08/2014;123
510;12/09/2014;534
510;20/09/2014;513
510;22/10/2014;267
511;27/10/2014;350
511;01/12/2014;99
511;31/10/2014;116
511;06/12/2014;45
511;15/12/2014;99
511;15/11/2014;333
511;02/01/2015;433
511;15/12/2014;166
511;27/10/2014;149
511;29/10/2014;166
511;25/12/2014;416
511;10/11/2014;133
511;13/12/2014;116
511;10/01/2015;499
512;14/12/2014;261
512;20/12/2014;189
512;25/12/2014;355
512;14/12/2014;687
512;22/12/2014;474
512;23/12/2014;498
512;20/12/2014;569
512;17/12/2014;711
512;26/12/2014;118
512;21/12/2014;474
512;23/12/2014;521
512;26/12/2014;71
512;22/12/2014;166
512;16/12/2014;355
512;26/12/2014;450
513;16/07/2014;298
514;17/07/2014;538
514;24/10/2014;134
514;01/10/2014;224
514;07/09/2014;515
514;11/10/2014;33
514;12/10/2014;224
514;15/10/2014;381
514;01/08/2014;381
514;14/08/2014;538
514;06/09/2014;449
514;19/10/2014;560
514;08/08/2014;336
514;29/09/2014;583
514;14/09/2014;381
514;30/09/2014;538
514;05/09/2014;46
514;28/10/2014;67
515;02/07/2014;183
515;31/07/2014;153
515;19/08/2014;255
515;14/07/2014;255
515;14/10/2014;71
515;04/11/2014;132
516;17/08/2014;510
516;09/07/2014;838
516;11/10/2014;327
516;29/09/2014;218
516;01/08/2014;36
516;18/08/2014;801
516;29/08/2014;182
516;24/11/2014;583
517;05/07/2014;49
517;07/08/2014;162
517;06/10/2014;349
517;10/10/2014;237
517;17/07/2014;137
517;22/09/2014;274
517;20/11/2014;374
517;20/08/2014;262
517;14/11/2014;162
517;13/12/2014;149
518;13/08/2014;244
518;30/10/2014;563
518;04/11/2014;469
518;30/10/2014;206
518;30/08/2014;45
518;17/11/2014;93
520;24/08/2014;87
520;01/10/2014;98
521;01/11/2014;361
521;21/09/2014;386
521;04/11/2014;102
521;15/12/2014;205
523;15/11/2014;102
523;16/11/2014;237
523;15/11/2014;45
523;16/11/2014;135
523;15/11/2014;305
523;16/11/2014;215
523;15/11/2014;227
523;16/11/2014;79
523;15/11/2014;37
523;15/11/2014;192
523;15/11/2014;215
523;15/11/2014;227
523;15/11/2014;260
523;15/11/2014;147
523;15/11/2014;316
523;15/11/2014;90
523;15/11/2014;192
523;16/11/2014;46
525;27/07/2014;179
525;11/07/2014;537
525;06/07/2014;457
525;09/08/2014;338
525;06/07/2014;557
525;25/08/2014;298
526;09/08/2014;195
526;23/08/2014;329
526;21/07/2014;317
526;09/11/2014;354
526;21/07/2014;244
526;04/09/2014;109
526;30/08/2014;122
526;19/11/2014;232
527;10/08/2014;673
527;11/08/2014;524
527;11/08/2014;374
527;11/08/2014;1010
527;10/08/2014;486
527;10/08/2014;37
527;10/08/2014;935
527;10/08/2014;224
527;10/08/2014;1085
527;11/08/2014;823
527;11/08/2014;786
527;10/08/2014;449
527;10/08/2014;299
527;11/08/2014;411
527;11/08/2014;973
527;10/08/2014;411
527;10/08/2014;112
527;10/08/2014;861
527;11/08/2014;486
528;14/10/2014;654
528;23/09/2014;858
528;15/07/2014;1227
528;04/09/2014;1145
528;28/07/2014;1227
528;12/08/2014;408
528;11/08/2014;123
528;02/10/2014;940
528;10/11/2014;531
529;23/10/2014;1011
529;13/11/2014;923
529;04/11/2014;879
529;22/11/2014;1055
529;24/10/2014;352
529;10/11/2014;791
529;20/11/2014;659
529;12/11/2014;571
529;12/11/2014;131
529;04/11/2014;747
529;06/11/2014;747
529;30/10/2014;175
529;26/10/2014;791
529;08/11/2014;835
529;26/10/2014;43
529;16/11/2014;1143
529;22/11/2014;87
530;18/09/2014;216
530;17/09/2014;244
530;18/09/2014;54
530;03/07/2014;162
530;26/10/2014;45
531;20/11/2014;209
531;27/07/2014;380
531;04/09/2014;361
531;03/09/2014;361
531;08/08/2014;38
531;06/11/2014;570
531;19/10/2014;190
531;04/09/2014;266
531;04/08/2014;513
531;29/09/2014;532
531;09/12/2014;36
531;05/10/2014;551
531;21/09/2014;494
531;19/08/2014;35
531;04/09/2014;209
531;11/10/2014;266
531;14/12/2014;399
532;18/09/2014;300
532;28/09/2014;2179
532;20/09/2014;977
532;03/10/2014;1579
532;12/10/2014;977
532;02/10/2014;1579
532;02/12/2014;1503
533;28/09/2014;243
533;22/09/2014;196
533;12/09/2014;85
533;17/09/2014;234
533;29/09/2014;281
534;18/08/2014;369
534;11/10/2014;178
534;29/09/2014;205
534;27/10/2014;301
534;18/09/2014;246
534;27/10/2014;273
535;08/10/2014;291
535;18/10/2014;31
535;27/10/2014;564
535;24/10/2014;389
535;23/10/2014;29
535;27/10/2014;291
536;22/12/2014;192
536;28/12/2014;209
536;23/12/2014;506
536;30/12/2014;139
536;30/12/2014;489
537;04/11/2014;130
537;13/12/2014;65
537;14/12/2014;39
537;08/12/2014;52
537;16/12/2014;338
538;12/10/2014;208
538;29/11/2014;361
539;09/09/2014;207
539;17/10/2014;124
540;28/09/2014;191
540;20/11/2014;136
540;04/10/2014;264
540;29/10/2014;45
540;29/10/2014;91
540;13/10/2014;82
540;29/09/2014;191
540;27/10/2014;228
540;21/10/2014;191
540;09/10/2014;32
540;05/10/2014;201
540;08/11/2014;228
540;08/11/2014;136
540;11/11/2014;201
540;13/11/2014;54
540;11/11/2014;127
